,target_next_primary_close
2005-12-23,39.68999862670898
2005-12-24,39.68999862670898
2005-12-30,40.02000045776367
2005-12-31,40.02000045776367
2006-01-06,39.91999816894531
2006-01-07,39.91999816894531
2006-01-13,38.04999923706055
2006-01-14,38.04999923706055
2006-01-20,39.75
2006-01-21,39.75
2006-01-27,39.52999877929688
2006-01-28,39.52999877929688
2006-02-03,39.91999816894531
2006-02-04,39.91999816894531
2006-02-10,40.77999877929688
2006-02-11,40.77999877929688
2006-02-17,41.65999984741211
2006-02-18,41.65999984741211
2006-02-24,41.59000015258789
2006-02-25,41.59000015258789
2006-03-03,41.130001068115234
2006-03-04,41.130001068115234
2006-03-10,41.400001525878906
2006-03-11,41.400001525878906
2006-03-17,42.09999847412109
2006-03-18,42.09999847412109
2006-03-24,41.63999938964844
2006-03-25,41.63999938964844
2006-03-31,41.70000076293945
2006-04-01,41.70000076293945
2006-04-07,42.18999862670898
2006-04-08,42.18999862670898
2006-04-14,42.5
2006-04-15,42.5
2006-04-21,45.380001068115234
2006-04-22,45.380001068115234
2006-04-28,46.650001525878906
2006-04-29,46.650001525878906
2006-05-05,44.31999969482422
2006-05-06,44.31999969482422
2006-05-12,42.75
2006-05-13,42.75
2006-05-19,43.22999954223633
2006-05-20,43.22999954223633
2006-05-26,43.810001373291016
2006-05-27,43.810001373291016
2006-06-02,42.09999847412109
2006-06-03,42.09999847412109
2006-06-09,40.15999984741211
2006-06-10,40.15999984741211
2006-06-16,40.869998931884766
2006-06-17,40.869998931884766
2006-06-23,42.0
2006-06-24,42.0
2006-06-30,42.40999984741211
2006-07-01,42.40999984741211
2006-07-07,40.88999938964844
2006-07-08,40.88999938964844
2006-07-14,43.150001525878906
2006-07-15,43.150001525878906
2006-07-21,45.47999954223633
2006-07-22,45.47999954223633
2006-07-28,45.119998931884766
2006-07-29,45.119998931884766
2006-08-04,43.93000030517578
2006-08-05,43.93000030517578
2006-08-11,45.709999084472656
2006-08-12,45.709999084472656
2006-08-18,45.52000045776367
2006-08-19,45.52000045776367
2006-08-25,45.72999954223633
2006-08-26,45.72999954223633
2006-09-01,45.2599983215332
2006-09-02,45.2599983215332
2006-09-08,46.95000076293945
2006-09-09,46.95000076293945
2006-09-15,46.81999969482422
2006-09-16,46.81999969482422
2006-09-22,46.959999084472656
2006-09-23,46.959999084472656
2006-09-29,46.86000061035156
2006-09-30,46.86000061035156
2006-10-06,48.15999984741211
2006-10-07,48.15999984741211
2006-10-13,47.119998931884766
2006-10-14,47.119998931884766
2006-10-20,47.290000915527344
2006-10-21,47.290000915527344
2006-10-27,46.88999938964844
2006-10-28,46.88999938964844
2006-11-03,47.61000061035156
2006-11-04,47.61000061035156
2006-11-10,47.65999984741211
2006-11-11,47.65999984741211
2006-11-17,47.27000045776367
2006-11-18,47.27000045776367
2006-11-24,46.0099983215332
2006-11-25,46.0099983215332
2006-12-01,46.7599983215332
2006-12-02,46.7599983215332
2006-12-08,48.29999923706055
2006-12-09,48.29999923706055
2006-12-15,47.88999938964844
2006-12-16,47.88999938964844
2006-12-22,48.29999923706055
2006-12-23,48.29999923706055
2006-12-29,47.790000915527344
2006-12-30,47.790000915527344
2007-01-05,47.9900016784668
2007-01-06,47.9900016784668
2007-01-12,48.7599983215332
2007-01-13,48.7599983215332
2007-01-19,49.70000076293945
2007-01-20,49.70000076293945
2007-01-26,50.93000030517578
2007-01-27,50.93000030517578
2007-02-02,50.41999816894531
2007-02-03,50.41999816894531
2007-02-09,51.25
2007-02-10,51.25
2007-02-16,51.02999877929688
2007-02-17,51.02999877929688
2007-02-23,48.18999862670898
2007-02-24,48.18999862670898
2007-03-02,48.81999969482422
2007-03-03,48.81999969482422
2007-03-09,47.02999877929688
2007-03-10,47.02999877929688
2007-03-16,48.52000045776367
2007-03-17,48.52000045776367
2007-03-23,48.380001068115234
2007-03-24,48.380001068115234
2007-03-30,48.77000045776367
2007-03-31,48.77000045776367
2007-04-06,49.09000015258789
2007-04-07,49.09000015258789
2007-04-13,52.540000915527344
2007-04-14,52.540000915527344
2007-04-20,52.54999923706055
2007-04-21,52.54999923706055
2007-04-27,52.630001068115234
2007-04-28,52.630001068115234
2007-05-04,52.150001525878906
2007-05-05,52.150001525878906
2007-05-11,52.540000915527344
2007-05-12,52.540000915527344
2007-05-18,51.63999938964844
2007-05-19,51.63999938964844
2007-05-25,51.900001525878906
2007-05-26,51.900001525878906
2007-06-01,50.40999984741211
2007-06-02,50.40999984741211
2007-06-08,50.560001373291016
2007-06-09,50.560001373291016
2007-06-15,48.720001220703125
2007-06-16,48.720001220703125
2007-06-22,48.45000076293945
2007-06-23,48.45000076293945
2007-06-29,48.970001220703125
2007-06-30,48.970001220703125
2007-07-06,50.04999923706055
2007-07-07,50.04999923706055
2007-07-13,47.560001373291016
2007-07-14,47.560001373291016
2007-07-20,44.22999954223633
2007-07-21,44.22999954223633
2007-07-27,43.650001525878906
2007-07-28,43.650001525878906
2007-08-03,44.25
2007-08-04,44.25
2007-08-10,47.0099983215332
2007-08-11,47.0099983215332
2007-08-17,45.95000076293945
2007-08-18,45.95000076293945
2007-08-24,44.52000045776367
2007-08-25,44.52000045776367
2007-08-31,43.52000045776367
2007-09-01,43.52000045776367
2007-09-07,45.540000915527344
2007-09-08,45.540000915527344
2007-09-14,47.130001068115234
2007-09-15,47.130001068115234
2007-09-21,45.81999969482422
2007-09-22,45.81999969482422
2007-09-28,47.58000183105469
2007-09-29,47.58000183105469
2007-10-05,46.81999969482422
2007-10-06,46.81999969482422
2007-10-12,45.02000045776367
2007-10-13,45.02000045776367
2007-10-19,47.31999969482422
2007-10-20,47.31999969482422
2007-10-26,43.150001525878906
2007-10-27,43.150001525878906
2007-11-02,42.310001373291016
2007-11-03,42.310001373291016
2007-11-09,43.09000015258789
2007-11-10,43.09000015258789
2007-11-16,41.95000076293945
2007-11-17,41.95000076293945
2007-11-23,45.619998931884766
2007-11-24,45.619998931884766
2007-11-30,46.08000183105469
2007-12-01,46.08000183105469
2007-12-07,45.20000076293945
2007-12-08,45.20000076293945
2007-12-14,44.11000061035156
2007-12-15,44.11000061035156
2007-12-21,43.2599983215332
2007-12-22,43.2599983215332
2007-12-28,40.93000030517578
2007-12-29,40.93000030517578
2008-01-04,40.86000061035156
2008-01-05,40.86000061035156
2008-01-11,39.59000015258789
2008-01-12,39.59000015258789
2008-01-18,43.63999938964844
2008-01-19,43.63999938964844
2008-01-25,48.25
2008-01-26,48.25
2008-02-01,43.81999969482422
2008-02-02,43.81999969482422
2008-02-08,43.25
2008-02-09,43.25
2008-02-15,43.93000030517578
2008-02-16,43.93000030517578
2008-02-22,40.650001525878906
2008-02-23,40.650001525878906
2008-02-29,37.560001373291016
2008-03-01,37.560001373291016
2008-03-07,36.540000915527344
2008-03-08,36.540000915527344
2008-03-14,45.970001220703125
2008-03-15,45.970001220703125
2008-03-21,42.709999084472656
2008-03-22,42.709999084472656
2008-03-28,45.56999969482422
2008-03-29,45.56999969482422
2008-04-04,42.52999877929688
2008-04-05,42.52999877929688
2008-04-11,45.7599983215332
2008-04-12,45.7599983215332
2008-04-18,47.790000915527344
2008-04-19,47.790000915527344
2008-04-25,48.65999984741211
2008-04-26,48.65999984741211
2008-05-02,46.56999969482422
2008-05-03,46.56999969482422
2008-05-09,46.52999877929688
2008-05-10,46.52999877929688
2008-05-16,42.31999969482422
2008-05-17,42.31999969482422
2008-05-23,43.0
2008-05-24,43.0
2008-05-30,40.09000015258789
2008-05-31,40.09000015258789
2008-06-06,39.58000183105469
2008-06-07,39.58000183105469
2008-06-13,37.86000061035156
2008-06-14,37.86000061035156
2008-06-20,35.04999923706055
2008-06-21,35.04999923706055
2008-06-27,35.310001373291016
2008-06-28,35.310001373291016
2008-07-04,33.15999984741211
2008-07-05,33.15999984741211
2008-07-11,40.02000045776367
2008-07-12,40.02000045776367
2008-07-18,39.52000045776367
2008-07-19,39.52000045776367
2008-07-25,40.7599983215332
2008-07-26,40.7599983215332
2008-08-01,41.06999969482422
2008-08-02,41.06999969482422
2008-08-08,38.06999969482422
2008-08-09,38.06999969482422
2008-08-15,37.66999816894531
2008-08-16,37.66999816894531
2008-08-22,38.4900016784668
2008-08-23,38.4900016784668
2008-08-29,39.59999847412109
2008-08-30,39.59999847412109
2008-09-05,41.16999816894531
2008-09-06,41.16999816894531
2008-09-12,47.04999923706055
2008-09-13,47.04999923706055
2008-09-19,48.2400016784668
2008-09-20,48.2400016784668
2008-09-26,45.900001525878906
2008-09-27,45.900001525878906
2008-10-03,41.63999938964844
2008-10-04,41.63999938964844
2008-10-10,39.33000183105469
2008-10-11,39.33000183105469
2008-10-17,35.43000030517578
2008-10-18,35.43000030517578
2008-10-24,41.25
2008-10-25,41.25
2008-10-31,37.75
2008-11-01,37.75
2008-11-07,34.470001220703125
2008-11-08,34.470001220703125
2008-11-14,22.71999931335449
2008-11-15,22.71999931335449
2008-11-21,31.65999984741211
2008-11-22,31.65999984741211
2008-11-28,33.349998474121094
2008-11-29,33.349998474121094
2008-12-05,30.940000534057617
2008-12-06,30.940000534057617
2008-12-12,30.31999969482422
2008-12-13,30.31999969482422
2008-12-19,29.799999237060547
2008-12-20,29.799999237060547
2008-12-26,31.350000381469727
2008-12-27,31.350000381469727
2009-01-02,25.96999931335449
2009-01-03,25.96999931335449
2009-01-09,22.81999969482422
2009-01-10,22.81999969482422
2009-01-16,24.280000686645508
2009-01-17,24.280000686645508
2009-01-23,25.51000022888184
2009-01-24,25.51000022888184
2009-01-30,27.6299991607666
2009-01-31,27.6299991607666
2009-02-06,24.690000534057617
2009-02-07,24.690000534057617
2009-02-13,19.899999618530277
2009-02-14,19.899999618530277
2009-02-20,22.850000381469727
2009-02-21,22.850000381469727
2009-02-27,15.93000030517578
2009-02-28,15.93000030517578
2009-03-06,23.75
2009-03-07,23.75
2009-03-13,23.149999618530277
2009-03-14,23.149999618530277
2009-03-20,27.399999618530277
2009-03-21,27.399999618530277
2009-03-27,29.280000686645508
2009-03-28,29.280000686645508
2009-04-03,32.75
2009-04-04,32.75
2009-04-10,33.2599983215332
2009-04-11,33.2599983215332
2009-04-17,33.380001068115234
2009-04-18,33.380001068115234
2009-04-24,32.4900016784668
2009-04-25,32.4900016784668
2009-05-01,38.93999862670898
2009-05-02,38.93999862670898
2009-05-08,34.90999984741211
2009-05-09,34.90999984741211
2009-05-15,34.40999984741211
2009-05-16,34.40999984741211
2009-05-22,36.900001525878906
2009-05-23,36.900001525878906
2009-05-29,34.54999923706055
2009-05-30,34.54999923706055
2009-06-05,35.130001068115234
2009-06-06,35.130001068115234
2009-06-12,35.0
2009-06-13,35.0
2009-06-19,34.45000076293945
2009-06-20,34.45000076293945
2009-06-26,32.27000045776367
2009-06-27,32.27000045776367
2009-07-03,32.34000015258789
2009-07-04,32.34000015258789
2009-07-10,36.88999938964844
2009-07-11,36.88999938964844
2009-07-17,37.91999816894531
2009-07-18,37.91999816894531
2009-07-24,38.650001525878906
2009-07-25,38.650001525878906
2009-07-31,42.36000061035156
2009-08-01,42.36000061035156
2009-08-07,42.45000076293945
2009-08-08,42.45000076293945
2009-08-14,43.65999984741211
2009-08-15,43.65999984741211
2009-08-21,42.91999816894531
2009-08-22,42.91999816894531
2009-08-28,42.34000015258789
2009-08-29,42.34000015258789
2009-09-04,42.5
2009-09-05,42.5
2009-09-11,44.95000076293945
2009-09-12,44.95000076293945
2009-09-18,43.650001525878906
2009-09-19,43.650001525878906
2009-09-25,41.86000061035156
2009-09-26,41.86000061035156
2009-10-02,45.84999847412109
2009-10-03,45.84999847412109
2009-10-09,46.060001373291016
2009-10-10,46.060001373291016
2009-10-16,45.22999954223633
2009-10-17,45.22999954223633
2009-10-23,41.77000045776367
2009-10-24,41.77000045776367
2009-10-30,43.47999954223633
2009-10-31,43.47999954223633
2009-11-06,42.900001525878906
2009-11-07,42.900001525878906
2009-11-13,42.459999084472656
2009-11-14,42.459999084472656
2009-11-20,41.33000183105469
2009-11-21,41.33000183105469
2009-11-27,41.7400016784668
2009-11-28,41.7400016784668
2009-12-04,40.959999084472656
2009-12-05,40.959999084472656
2009-12-11,40.95000076293945
2009-12-12,40.95000076293945
2009-12-18,41.88999938964844
2009-12-19,41.88999938964844
2009-12-25,41.66999816894531
2009-12-26,41.66999816894531
2010-01-01,44.68000030517578
2010-01-02,44.68000030517578
2010-01-08,43.68000030517578
2010-01-09,43.68000030517578
2010-01-15,39.15999984741211
2010-01-16,39.15999984741211
2010-01-22,38.93999862670898
2010-01-23,38.93999862670898
2010-01-29,38.29999923706055
2010-01-30,38.29999923706055
2010-02-05,38.95000076293945
2010-02-06,38.95000076293945
2010-02-12,40.02999877929688
2010-02-13,40.02999877929688
2010-02-19,41.970001220703125
2010-02-20,41.970001220703125
2010-02-26,42.810001373291016
2010-02-27,42.810001373291016
2010-03-05,43.150001525878906
2010-03-06,43.150001525878906
2010-03-12,43.45000076293945
2010-03-13,43.45000076293945
2010-03-19,45.02000045776367
2010-03-20,45.02000045776367
2010-03-26,45.18000030517578
2010-03-27,45.18000030517578
2010-04-02,45.97999954223633
2010-04-03,45.97999954223633
2010-04-09,45.54999923706055
2010-04-10,45.54999923706055
2010-04-16,44.93999862670898
2010-04-17,44.93999862670898
2010-04-23,42.58000183105469
2010-04-24,42.58000183105469
2010-04-30,40.7599983215332
2010-05-01,40.7599983215332
2010-05-07,39.88999938964844
2010-05-08,39.88999938964844
2010-05-14,40.04999923706055
2010-05-15,40.04999923706055
2010-05-21,39.58000183105469
2010-05-22,39.58000183105469
2010-05-28,37.619998931884766
2010-05-29,37.619998931884766
2010-06-04,38.09000015258789
2010-06-05,38.09000015258789
2010-06-11,39.18000030517578
2010-06-12,39.18000030517578
2010-06-18,39.43999862670898
2010-06-19,39.43999862670898
2010-06-25,35.83000183105469
2010-06-26,35.83000183105469
2010-07-02,38.84999847412109
2010-07-03,38.84999847412109
2010-07-09,39.0
2010-07-10,39.0
2010-07-16,39.83000183105469
2010-07-17,39.83000183105469
2010-07-23,40.27999877929688
2010-07-24,40.27999877929688
2010-07-30,40.43999862670898
2010-07-31,40.43999862670898
2010-08-06,37.5
2010-08-07,37.5
2010-08-13,37.13999938964844
2010-08-14,37.13999938964844
2010-08-20,36.59999847412109
2010-08-21,36.59999847412109
2010-08-27,39.16999816894531
2010-08-28,39.16999816894531
2010-09-03,39.7599983215332
2010-09-04,39.7599983215332
2010-09-10,40.060001373291016
2010-09-11,40.060001373291016
2010-09-17,39.75
2010-09-18,39.75
2010-09-24,38.810001373291016
2010-09-25,38.810001373291016
2010-10-01,39.310001373291016
2010-10-02,39.310001373291016
2010-10-08,37.150001525878906
2010-10-09,37.150001525878906
2010-10-15,37.70000076293945
2010-10-16,37.70000076293945
2010-10-22,37.630001068115234
2010-10-23,37.630001068115234
2010-10-29,40.93999862670898
2010-10-30,40.93999862670898
2010-11-05,39.61000061035156
2010-11-06,39.61000061035156
2010-11-12,39.40999984741211
2010-11-13,39.40999984741211
2010-11-19,37.5
2010-11-20,37.5
2010-11-26,39.61000061035156
2010-11-27,39.61000061035156
2010-12-03,41.43000030517578
2010-12-04,41.43000030517578
2010-12-10,39.66999816894531
2010-12-11,39.66999816894531
2010-12-17,42.08000183105469
2010-12-18,42.08000183105469
2010-12-24,42.41999816894531
2010-12-25,42.41999816894531
2010-12-31,43.63999938964844
2011-01-01,43.63999938964844
2011-01-07,44.90999984741211
2011-01-08,44.90999984741211
2011-01-14,45.290000915527344
2011-01-15,45.290000915527344
2011-01-21,44.540000915527344
2011-01-22,44.540000915527344
2011-01-28,44.59000015258789
2011-01-29,44.59000015258789
2011-02-04,46.56999969482422
2011-02-05,46.56999969482422
2011-02-11,48.0
2011-02-12,48.0
2011-02-18,46.68000030517578
2011-02-19,46.68000030517578
2011-02-25,45.52000045776367
2011-02-26,45.52000045776367
2011-03-04,45.7400016784668
2011-03-05,45.7400016784668
2011-03-11,45.7400016784668
2011-03-12,45.7400016784668
2011-03-18,45.86000061035156
2011-03-19,45.86000061035156
2011-03-25,46.34999847412109
2011-03-26,46.34999847412109
2011-04-01,46.84000015258789
2011-04-02,46.84000015258789
2011-04-08,44.88999938964844
2011-04-09,44.88999938964844
2011-04-15,44.68000030517578
2011-04-16,44.68000030517578
2011-04-22,45.630001068115234
2011-04-23,45.630001068115234
2011-04-29,45.040000915527344
2011-04-30,45.040000915527344
2011-05-06,43.150001525878906
2011-05-07,43.150001525878906
2011-05-13,43.130001068115234
2011-05-14,43.130001068115234
2011-05-20,42.790000915527344
2011-05-21,42.790000915527344
2011-05-27,41.56999969482422
2011-05-28,41.56999969482422
2011-06-03,41.04999923706055
2011-06-04,41.04999923706055
2011-06-10,40.79999923706055
2011-06-11,40.79999923706055
2011-06-17,39.4900016784668
2011-06-18,39.4900016784668
2011-06-24,41.58000183105469
2011-06-25,41.58000183105469
2011-07-01,40.7400016784668
2011-07-02,40.7400016784668
2011-07-08,39.97999954223633
2011-07-09,39.97999954223633
2011-07-15,42.18999862670898
2011-07-16,42.18999862670898
2011-07-22,40.45000076293945
2011-07-23,40.45000076293945
2011-07-29,37.59999847412109
2011-07-30,37.59999847412109
2011-08-05,35.90999984741211
2011-08-06,35.90999984741211
2011-08-12,34.349998474121094
2011-08-13,34.349998474121094
2011-08-19,36.209999084472656
2011-08-20,36.209999084472656
2011-08-26,34.630001068115234
2011-08-27,34.630001068115234
2011-09-02,32.08000183105469
2011-09-03,32.08000183105469
2011-09-09,33.43000030517578
2011-09-10,33.43000030517578
2011-09-16,29.59000015258789
2011-09-17,29.59000015258789
2011-09-23,30.1200008392334
2011-09-24,30.1200008392334
2011-09-30,30.700000762939453
2011-10-01,30.700000762939453
2011-10-07,31.88999938964844
2011-10-08,31.88999938964844
2011-10-14,33.41999816894531
2011-10-15,33.41999816894531
2011-10-21,36.68999862670898
2011-10-22,36.68999862670898
2011-10-28,33.970001220703125
2011-10-29,33.970001220703125
2011-11-04,33.279998779296875
2011-11-05,33.279998779296875
2011-11-11,30.6200008392334
2011-11-12,30.6200008392334
2011-11-18,28.479999542236328
2011-11-19,28.479999542236328
2011-11-25,32.33000183105469
2011-11-26,32.33000183105469
2011-12-02,33.18000030517578
2011-12-03,33.18000030517578
2011-12-09,31.88999938964844
2011-12-10,31.88999938964844
2011-12-16,33.56999969482422
2011-12-17,33.56999969482422
2011-12-23,33.25
2011-12-24,33.25
2011-12-30,35.36000061035156
2011-12-31,35.36000061035156
2012-01-06,35.91999816894531
2012-01-07,35.91999816894531
2012-01-13,37.36000061035156
2012-01-14,37.36000061035156
2012-01-20,37.209999084472656
2012-01-21,37.209999084472656
2012-01-27,38.27999877929688
2012-01-28,38.27999877929688
2012-02-03,37.61000061035156
2012-02-04,37.61000061035156
2012-02-10,38.470001220703125
2012-02-11,38.470001220703125
2012-02-17,38.27999877929688
2012-02-18,38.27999877929688
2012-02-24,40.630001068115234
2012-02-25,40.630001068115234
2012-03-02,41.02999877929688
2012-03-03,41.02999877929688
2012-03-09,44.56999969482422
2012-03-10,44.56999969482422
2012-03-16,45.15999984741211
2012-03-17,45.15999984741211
2012-03-23,45.97999954223633
2012-03-24,45.97999954223633
2012-03-30,44.34000015258789
2012-03-31,44.34000015258789
2012-04-06,43.209999084472656
2012-04-07,43.209999084472656
2012-04-13,42.720001220703125
2012-04-14,42.720001220703125
2012-04-20,43.34000015258789
2012-04-21,43.34000015258789
2012-04-27,41.75
2012-04-28,41.75
2012-05-04,36.959999084472656
2012-05-05,36.959999084472656
2012-05-11,33.4900016784668
2012-05-12,33.4900016784668
2012-05-18,33.5
2012-05-19,33.5
2012-05-25,31.93000030517578
2012-05-26,31.93000030517578
2012-06-01,33.68000030517578
2012-06-02,33.68000030517578
2012-06-08,35.029998779296875
2012-06-09,35.029998779296875
2012-06-15,35.9900016784668
2012-06-16,35.9900016784668
2012-06-22,35.72999954223633
2012-06-23,35.72999954223633
2012-06-29,33.900001525878906
2012-06-30,33.900001525878906
2012-07-06,36.06999969482422
2012-07-07,36.06999969482422
2012-07-13,33.900001525878906
2012-07-14,33.900001525878906
2012-07-20,36.88999938964844
2012-07-21,36.88999938964844
2012-07-27,36.09000015258789
2012-07-28,36.09000015258789
2012-08-03,36.970001220703125
2012-08-04,36.970001220703125
2012-08-10,36.97999954223633
2012-08-11,36.97999954223633
2012-08-17,37.16999816894531
2012-08-18,37.16999816894531
2012-08-24,37.13999938964844
2012-08-25,37.13999938964844
2012-08-31,39.29999923706055
2012-09-01,39.29999923706055
2012-09-07,41.56999969482422
2012-09-08,41.56999969482422
2012-09-14,40.880001068115234
2012-09-15,40.880001068115234
2012-09-21,40.47999954223633
2012-09-22,40.47999954223633
2012-09-28,41.709999084472656
2012-09-29,41.709999084472656
2012-10-05,41.619998931884766
2012-10-06,41.619998931884766
2012-10-12,42.31999969482422
2012-10-13,42.31999969482422
2012-10-19,41.15999984741211
2012-10-20,41.15999984741211
2012-10-26,42.41999816894531
2012-10-27,42.41999816894531
2012-11-02,40.619998931884766
2012-11-03,40.619998931884766
2012-11-09,39.52999877929688
2012-11-10,39.52999877929688
2012-11-16,41.09000015258789
2012-11-17,41.09000015258789
2012-11-23,41.08000183105469
2012-11-24,41.08000183105469
2012-11-30,42.560001373291016
2012-12-01,42.560001373291016
2012-12-07,42.810001373291016
2012-12-08,42.810001373291016
2012-12-14,44.0
2012-12-15,44.0
2012-12-21,43.2400016784668
2012-12-22,43.2400016784668
2012-12-28,45.36000061035156
2012-12-29,45.36000061035156
2013-01-04,46.13999938964844
2013-01-05,46.13999938964844
2013-01-11,46.459999084472656
2013-01-12,46.459999084472656
2013-01-18,47.15999984741211
2013-01-19,47.15999984741211
2013-01-25,47.84999847412109
2013-01-26,47.84999847412109
2013-02-01,48.630001068115234
2013-02-02,48.630001068115234
2013-02-08,48.880001068115234
2013-02-09,48.880001068115234
2013-02-15,48.90999984741211
2013-02-16,48.90999984741211
2013-02-22,48.90999984741211
2013-02-23,48.90999984741211
2013-03-01,50.20000076293945
2013-03-02,50.20000076293945
2013-03-08,50.02000045776367
2013-03-09,50.02000045776367
2013-03-15,48.77999877929688
2013-03-16,48.77999877929688
2013-03-22,47.459999084472656
2013-03-23,47.459999084472656
2013-03-29,47.90999984741211
2013-03-30,47.90999984741211
2013-04-05,49.0099983215332
2013-04-06,49.0099983215332
2013-04-12,47.22999954223633
2013-04-13,47.22999954223633
2013-04-19,48.880001068115234
2013-04-20,48.880001068115234
2013-04-26,47.56999969482422
2013-04-27,47.56999969482422
2013-05-03,48.959999084472656
2013-05-04,48.959999084472656
2013-05-10,52.29999923706055
2013-05-11,52.29999923706055
2013-05-17,53.65999984741211
2013-05-18,53.65999984741211
2013-05-24,54.59000015258789
2013-05-25,54.59000015258789
2013-05-31,54.27000045776367
2013-06-01,54.27000045776367
2013-06-07,53.130001068115234
2013-06-08,53.130001068115234
2013-06-14,51.959999084472656
2013-06-15,51.959999084472656
2013-06-21,52.790000915527344
2013-06-22,52.790000915527344
2013-06-28,53.9900016784668
2013-06-29,53.9900016784668
2013-07-05,54.970001220703125
2013-07-06,54.970001220703125
2013-07-12,56.15999984741211
2013-07-13,56.15999984741211
2013-07-19,56.04999923706055
2013-07-20,56.04999923706055
2013-07-26,56.4900016784668
2013-07-27,56.4900016784668
2013-08-02,54.52000045776367
2013-08-03,54.52000045776367
2013-08-09,53.290000915527344
2013-08-10,53.290000915527344
2013-08-16,52.31999969482422
2013-08-17,52.31999969482422
2013-08-23,50.52999877929688
2013-08-24,50.52999877929688
2013-08-30,52.560001373291016
2013-08-31,52.560001373291016
2013-09-06,52.59000015258789
2013-09-07,52.59000015258789
2013-09-13,52.79999923706055
2013-09-14,52.79999923706055
2013-09-20,52.2400016784668
2013-09-21,52.2400016784668
2013-09-27,52.66999816894531
2013-09-28,52.66999816894531
2013-10-04,52.5099983215332
2013-10-05,52.5099983215332
2013-10-11,54.29999923706055
2013-10-12,54.29999923706055
2013-10-18,52.77000045776367
2013-10-19,52.77000045776367
2013-10-25,52.5099983215332
2013-10-26,52.5099983215332
2013-11-01,53.959999084472656
2013-11-02,53.959999084472656
2013-11-08,54.869998931884766
2013-11-09,54.869998931884766
2013-11-15,57.459999084472656
2013-11-16,57.459999084472656
2013-11-22,57.220001220703125
2013-11-23,57.220001220703125
2013-11-29,56.060001373291016
2013-11-30,56.060001373291016
2013-12-06,56.16999816894531
2013-12-07,56.16999816894531
2013-12-13,57.70000076293945
2013-12-14,57.70000076293945
2013-12-20,58.13999938964844
2013-12-21,58.13999938964844
2013-12-27,58.65999984741211
2013-12-28,58.65999984741211
2014-01-03,58.4900016784668
2014-01-04,58.4900016784668
2014-01-10,58.11000061035156
2014-01-11,58.11000061035156
2014-01-17,55.09000015258789
2014-01-18,55.09000015258789
2014-01-24,55.36000061035156
2014-01-25,55.36000061035156
2014-01-31,56.619998931884766
2014-02-01,56.619998931884766
2014-02-07,58.150001525878906
2014-02-08,58.150001525878906
2014-02-14,57.61000061035156
2014-02-15,57.61000061035156
2014-02-21,56.81999969482422
2014-02-22,56.81999969482422
2014-02-28,59.400001525878906
2014-03-01,59.400001525878906
2014-03-07,56.79999923706055
2014-03-08,56.79999923706055
2014-03-14,60.16999816894531
2014-03-15,60.16999816894531
2014-03-21,60.040000915527344
2014-03-22,60.040000915527344
2014-03-28,59.810001373291016
2014-03-29,59.810001373291016
